host_job_create_tstamp,host_job_serialize_time,func_data_size_bytes,func_module_size_bytes,host_func_upload_time,host_data_upload_time,host_job_created_time,host_status_done_tstamp,host_status_query_count,worker_start_tstamp,host_submit_tstamp,worker_cold_start,worker_peak_memory_start,worker_func_start_tstamp,worker_func_end_tstamp,worker_func_exec_time,func_result_size,worker_result_upload_time,worker_peak_memory_end,worker_end_tstamp,worker_exec_time,host_result_done_tstamp,host_result_query_count
1703072170.9769287,0.032117,21744,777,0.822097,0,0.85588,1703072183.302696,1,1703072174.7485187,1703072171.8336844,False,64552960.0,1703072175.352775,1703072180.3534172,5.00064206,5.0,0.0,65662976.0,1703072180.368721,5.6202023,1703072184.2002375,0
1703072170.9769287,0.032117,21744,777,0.822097,0,0.85588,1703072188.7597477,1,1703072179.7380548,1703072171.8341062,True,66736128.0,1703072180.179255,1703072185.180271,5.0010159,5.0,0.0,67846144.0,1703072185.194475,5.45642018,1703072189.2435248,0
1703072170.9769287,0.032117,21744,777,0.822097,0,0.85588,1703072184.599279,1,1703072174.6917422,1703072171.8344483,False,64786432.0,1703072175.370144,1703072180.3707216,5.00057769,5.0,0.0,65896448.0,1703072180.3895278,5.69778562,1703072185.204007,0
1703072170.9769287,0.032117,21744,777,0.822097,0,0.85588,1703072181.403055,1,1703072174.565315,1703072171.8346665,False,68538368.0,1703072174.8776104,1703072179.878371,5.00076056,5.0,0.0,69726208.0,1703072179.8908057,5.32549071,1703072182.1907468,0
1703072170.9769287,0.032117,21744,777,0.822097,0,0.85588,1703072188.4236646,1,1703072177.2491283,1703072171.834878,True,63352832.0,1703072177.5578656,1703072182.5584345,5.00056887,5.0,0.0,64540672.0,1703072182.5716348,5.32250643,1703072189.243216,0
1703072170.9769287,0.032117,21744,777,0.822097,0,0.85588,1703072189.8437486,1,1703072177.2893586,1703072171.8351505,True,65372160.0,1703072177.6111846,1703072182.6120973,5.00091267,5.0,0.0,66560000.0,1703072182.6280901,5.33873153,1703072190.252631,0
1703072170.9769287,0.032117,21744,777,0.822097,0,0.85588,1703072188.765276,1,1703072177.8463514,1703072171.8352852,True,62959616.0,1703072178.2908304,1703072183.2909393,5.00010896,5.0,0.0,64147456.0,1703072183.3074083,5.46105695,1703072189.2439358,0
1703072170.9769287,0.032117,21744,777,0.822097,0,0.85588,1703072183.8020093,1,1703072174.6794596,1703072171.8357887,False,69812224.0,1703072175.1226501,1703072180.1236274,5.00097728,5.0,0.0,71000064.0,1703072180.1350133,5.45555377,1703072184.2003906,0
1703072170.9769287,0.032117,21744,777,0.822097,0,0.85588,1703072189.1799102,1,1703072177.7900183,1703072171.8360167,True,65052672.0,1703072178.2794015,1703072183.279892,5.00049043,5.0,0.0,66240512.0,1703072183.2925625,5.50254416,1703072189.2436705,0
1703072170.9769287,0.032117,21744,777,0.822097,0,0.85588,1703072184.9137118,1,1703072174.6947765,1703072171.836223,False,69369856.0,1703072175.1029782,1703072180.1042175,5.0012393,5.0,0.0,70557696.0,1703072180.1185024,5.42372584,1703072185.2045782,0
1703072170.9769287,0.032117,21744,777,0.822097,0,0.85588,1703072184.867799,1,1703072174.7725542,1703072171.8363924,False,69545984.0,1703072175.2898197,1703072180.2902408,5.00042105,5.0,0.0,70733824.0,1703072180.305534,5.53297973,1703072185.204863,0
1703072170.9769287,0.032117,21744,777,0.822097,0,0.85588,1703072181.2639039,1,1703072174.5906954,1703072171.8366427,False,68145152.0,1703072174.8996358,1703072179.899752,5.00011611,5.0,0.0,69332992.0,1703072179.9235494,5.33285403,1703072182.1909628,0
1703072170.9769287,0.032117,21744,777,0.822097,0,0.85588,1703072185.1013305,1,1703072174.8478684,1703072171.836835,False,69599232.0,1703072175.3239908,1703072180.3243744,5.00038362,5.0,0.0,70787072.0,1703072180.3383765,5.49050808,1703072185.2069674,0
1703072170.9769287,0.032117,21744,777,0.822097,0,0.85588,1703072188.8588367,1,1703072177.3102481,1703072171.8372717,True,63152128.0,1703072177.6237323,1703072182.6246107,5.00087833,5.0,0.0,64339968.0,1703072182.6412365,5.33098841,1703072189.2450237,0
